car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Tata Nexon,TATa,Nexon,3,42388,Dealer,Diesel,Manual,21.5,1497,108.5,5,895000
Maruti Celerio,Maruti,Celerio,6,50000,Owner,Gas,Manual,23.1,998,67.04,5,350000
Maruti Vitara,Marut,Vitara,3,9000,Dealer,Diesel Fuel,Manual,24.3,1248,88.5,5,960000
Maruti Swift Dzire,Maruti,Swift Dzire,5,40000,Individual,Diesel Fuel,Manual,26.59,1248,74.0,5,650000
Hyundai Grand,,Grand,5,15000,Individual,Gasoline,Manual,18.9,1197,82.0,5,390000
Maruti Alto,,Alto,12,70000,Owner,Gas,Manual,19.7,796,46.3,5,130000
Maruti Alto,MARUT,aLto,3,25000,Individual,Petrol,Manual,23.95,998,67.05,5,385000
Hyundai Verna,Hyundai,Verna,7,70000,Owner,Petrol,Manual ,17.01,1591,121.3,5,450000
Maruti Swift,Maruti,Swift,3,26000,Owner,Petrol,MAN,22.0,1197,81.8,5,610000
Honda Jazz,Honda,Jazz,6,40000,Dealer,Diesel  ,M/T,27.3,1498,98.6,5,665000
Hyundai Grand,Hyundai,Grand,3,30000,Individual,Petrol,Manual,18.9,1197,81.86,5,450000
Maruti Baleno,Marut,Baleno,2,8800,Owner,Petrol,Manual  ,21.4,1197,83.1,5,675000
Hyundai Santro,Hyundai,Santro,12,40000,Dealer,Petrol,Manual,17.92,1086,62.1,5,266000
Hyundai Verna,Hyundai,Verna,7,90000,Individual,Diesel,Manual ,22.32,1582,126.32,5,590000
Ford Freestyle,fORd,Freestyle,2,17000,Individual,Petrol,M/T,19.0,1194,94.68,5,630000
Maruti Swift,Maruti,Swift,8,106000,Individual,,MAN,22.9,1248,74.0,5,350000
BMW 3,BMW ,3,4,72000,Car Dealer,Diesel,Automatic,21.76,1995,188.0,5,3300000
Honda Jazz,Honda,Jazz,11,56161, Dealer,Petrol,Manual,16.0,1198,90.0,5,319000
Ford Figo,Ford,Figo,10,35000,Individual,Diesel Fuel,M/T,20.0,1399,68.0,5,300000
Ford Ecosport,Ford,Ecosport,6,100000,Individual,Diesel,Manual,22.77,1498,98.59,5,700000
Maruti Swift,Maruti,Swift,8,67000,Dealer,Diesel Fuel,M/T,28.4,1248,74.0,5,300000
Maruti Swift,Maruti,Swift,4,28000,Dealer,Petrol,Manual,20.4,1197,81.8,5,629000
Honda City,hoNdA,City,15,38000,Individual,Petrol,Manual,16.9,1497,100.0,5,200000
Maruti Swift,Marut,Swift,4,5000,Individual,Petrol,Manual,20.4,1197,81.8,5,570000
Maruti Ertiga,MarUTI,Ertiga,4,50000,Owner,Diesel,Manual,24.52,1248,88.5,7,800000
Maruti Baleno,Maruti,Bal3no,5,20000,Owner,Petrol,Manual,21.4,1197,83.1,5,599000
Renault KWID,Renault,KWID,4,20000,indIviDual,Gasoline,MAN,25.17,799,53.3,5,300000
Toyota Innova,Toyota,Innova,12,180000,Individual,diesel,Manual,12.8,2494,102.0,8,400000
BMW X5,BMW,X5,7,60000,DEALER,DIESEL,Automatic,15.97,2993,258.0,5,3350000
Skoda Rapid,Skoda,Rapid,7,70000,Dealer,Diesel Fuel,M/T,20.5,1598,103.5,5,525000
Mahindra Scorpio,Mahindra,Scorpio,7,69000,dealer,Diesel Fuel,A/T,11.79,2179,120.0,7,650000
Skoda Rapid,Skoda,Rapid,5,60000,INDIVIDUAL,Diesel,A/T,21.66,1498,103.52,5,850000
Maruti Ciaz,Maruti,Ciaz,7,120000,Owner,DIESEL,Manual,26.21,1248,88.5,5,580000
Hyundai Grand,Hyundai,gRAnd,6,50215,Dealer,Gasoline,M/T,18.9,1197,81.86,5,450000
Hyundai Venue,Hyunda,Venue,2,18700,,Diesel Fuel,Manual,23.7,1396,88.7,5,1045000
Hyundai Santro,Hyundai,Santr,7,35000,Individual,Petrol,Manual,17.92,1086,62.1,5,300000
Maruti Ciaz,Marut,Ciaz,5,100000,Individual,Diesel,M/T,28.09,1248,88.5,5,660000
Tata Hexa,Tata,hEXA,4,41723,Dealer,Diesel Fuel,M/T,17.6,2179,153.86,7,1350000
Toyota Innova,Toyota,Innova,10,68830,Dealer,Diesel  ,MANUAL,12.8,2494,102.0,7,685000
Audi A6,Audi,A6,10,110000,Individual,dIeSEL,Automatic,17.68,1968,174.33,5,1100000
Hyundai Verna,Hyundai,Verna,2,5630,DEALER,Petrol,Manual,17.0,1591,121.3,5,975000
Hyundai i20,Hyundai,i20,6,109555,Dealer,Diesel,,22.54,1396,88.73,5,655000
Hyundai Verna,Hyundai,Verna,12,90000,Owner,Diesel Fuel,Manual,18.1,1493,110.0,5,290000
Honda Amaze,Honda,Amaze,8,75000,Dealer,Diesel,Manual ,25.8,1498,98.6,5,390000
Maruti Ertiga,Maruti,Ertiga,2,8000,Dealer,Petrol,AUTO,17.99,1462,103.26,7,1099000
Maruti Ciaz,maruti,Ciaz,4,40000,Individual,Diesel,Manual,28.09,1248,88.5,5,800000
Toyota Fortuner,Toyota,foRTuNE,6,120000,Dealer  ,Diesel,MANUAL,12.55,2982,168.5,7,2150000
Mercedes-Benz S-Class,Mercedes-Benz,s-ClaSS,14,47200,Car Dealer,Petrol,Automatic,10.13,3498,364.9,5,625000
Maruti Ignis,Maruti,Ignis,3,50000,Individual,Gas,Manual,20.89,1197,81.8,5,450000
Hyundai Santro,,Santro,8,76945,Dealer,Gas,Manual,17.92,1086,62.1,5,350000
Maruti Alto,Maruti,Alto,7,110000,Individual,Petrol,Manual,20.92,998,67.1,5,200000
Honda City,Honda,City,4,53000,Dealer,Petrol,AUTO,18.0,1497,117.6,5,1095000
Maruti Swift,Maruti ,Swift,4,62904,DEALER, Diesel,Manual,28.4,1248,74.0,5,700000
Hyundai Verna,Hyunda,Verna,9,58000,Dealer,Diesel,MAN,22.32,1582,126.32,5,625000
Volkswagen Vento,Volkswagen,Vento,4,49000,Dealer,Diesel,Automatic,22.15,1498,108.6,5,950000
Mahindra XUV500,Mahindra,XUV500,4,54212,Dealer,Diesel Fuel,Manual,16.0,2179,140.0,7,1350000
Honda Amaze,,Amaz3,2,8760,,Petrol,Automatic,19.0,1199,88.76,5,800000
Renault Duster,Renault,DUSTER,8,62000,Car Dealer,Diesel,Manual,19.87,1461,83.8,5,395000
Renault KWID,Renault,KWID,4,40000,Individual,Petrol,Automatic,24.04,999,67.0,5,350000
Maruti Swift Dzire,Maruti,Swift Dzire,5,70000,Owner,Diesel,Automatic,26.59,1248,74.0,5,675000
Maruti Ciaz,Maruti,Ciaz,3,40000,Owner,Diesel,Manual,28.09,1248,88.5,5,800000
Hyundai i10,Hyundai,i10,11,70000,Individual,petrol,Manual,19.81,1086,68.05,5,170000
Hyundai Creta,Hyundai,Creta,6,52000,Dealer,DIESEL,Manual,21.38,1396,88.7,5,925000
Hyundai i20,Hyundai,i20,6,80131,Car Dealer,Diesel,Manual,22.54,1396,88.73,5,625000
Maruti Celerio,Maruti,Celerio,5,41944,Dealer,Petrol,automatic,23.1,998,67.04,5,485000
Hyundai Elantra,Hyundai,Elantr,5,28000,Dealer  ,Gasoline,automatic,14.62,1999,149.92,5,1525000
Maruti Vitara,Marut,Vitar,4,20000,Dealer,Diesel,,24.3,1248,88.5,5,800000
Honda Civic,Honda,Civic,11,60000,Individual,Petrol,Manual,13.5,1799,130.0,5,275000
Maruti Ertiga,Maruti,Ertiga,4,68000,Dealer,  Diesel,Manual,24.52,1248,88.5,7,900000
Hyundai Verna,Hyundai,Verna,7,89000,Dealer,,Automatic,22.32,1582,126.32,5,550000
Maruti Swift,Maruti,Swif,7,90000,Individual,Diesel,Manual,25.2,1248,74.0,5,390000
Mahindra Bolero,Mahindra,Bolero,11,47000,Dealer,Diesel,MAN,14.0,2523,83.0,7,545000
Jaguar XF,Jaguar,XF,7,28000,Dealer,Diesel Fuel,A/T,16.36,2179,187.7,5,3190000
Ford Ecosport,FORD,Ecosport,4,63000,DEALER,Petrol,M/T,15.9,1496,120.69,5,865000
Honda City,Hond,City,7,67000,Car Dealer,Diesel,M/T,26.0,1498,98.6,5,549000
Ford Figo,Ford,Figo,5,49392,,Petrol,Manual,18.16,1196,86.8,5,575000
Honda WR-V,Honda  ,WR-V,4,65000,Owner,Diesel,Manual,25.5,1498,98.6,5,800000
Hyundai Creta,hyundai,Creta,4,50000,Individual,Diesel Fuel,M/T,19.67,1582,126.2,5,1200000
Maruti Swift,Maruti,Swift,9,90000,Owner,Petrol,Manual,18.6,1197,85.8,5,280000
Maruti Swift, Marut,Swift,9,92000,Dealer,Diesel,  Manual,22.9,1248,74.0,5,525000
Mahindra Thar,Mahindra,Thar,4,60000,Individual,Diesel Fuel,Manual,16.55,2498,105.0,6,950000
Datsun RediGO,Datsu,RediGO,4,17731,Dealer,Petrol,Manual,22.7,799,53.64,5,270000
Toyota Fortuner,Toyota,Fortuner,10,85000,Car Dealer,Diesel,Manual,11.5,2982,171.0,7,1100000
Maruti Vitara,Maruti,Vitara,4,61326,Dealer,Diesel,Manual,24.3,1248,88.5,5,985000
Maruti Celerio,Maruti,Celerio,4,32000,Individual,Petrol  ,M/T,23.1,998,67.04,5,450000
Hyundai Creta,Hyundai,Creta,6,57000,Individual,PETROL,Automatic  ,13.0,1591,121.3,5,800000
Hyundai Verna,Hyundai,Verna,3,42700,Owner,,,22.0,1582,126.2,5,860000
Maruti Ertiga,Maruti,Ertiga,7,35000,Owner,Petrol,Manual,17.5,1373,91.1,7,585000
Maruti Wagon R,Maruti,Wagon,4,10000,Individual,Petrol  ,Automatic,20.51,998,67.0,5,400000
Honda Civic,Honda,Civic,13,110000,Individual,Petrol,M/T,13.5,1799,130.0,5,400000
Maruti Ertiga,Maruti,Ertiga,6,78368,Car Dealer,Diesel,M/T,20.77,1248,88.76,7,785000
Hyundai i20,Hyundai,i20,6,37924,Dealer,Petrol,Manual,17.0,1197,80.0,5,550000
Ford Ecosport,Ford,Ecosport,7,104859,Dealer,Diesel,Manual,22.7,1498,89.84,5,425000
Ford Ecosport,Ford,Ecosport,4,63000,Dealer,Diesel,Manual,23.0,1498,98.96,5,831000
Kia Seltos,Kia,Seltos,2,7100,,Diesel,Automatic,17.8,1493,113.4,5,1950000
Honda Jazz,Honda,Jazz,4,52377,Dealer,Petrol,Automatic,19.0,1199,88.7,5,785000
Volkswagen Polo,Volkswagen,Polo,4,14000,Car Dealer,Gas,Manual,16.2,1199,74.0,5,750000
Volkswagen Polo,Volkswagen,Polo,5,70000,Car Dealer,Diesel Fuel,M/T,22.07,1199,73.9,5,675000
Hyundai Grand,Hyundai,Grand,3,18000,Dealer,Diesel,Manual,24.0,1120,70.0,5,685000
Hyundai Verna,Hyundai,Verna,2,7000,Car Dealer,Diesel,Automatic,19.08,1582,126.2,5,1295000
Maruti Ciaz,Maruti,Ciaz,6,49000,Dealer,Gas,MAN,20.73,1373,91.1,5,635000
Honda City,,City,7,62000,Dealer,Diesel  ,MAN,26.0,1498,98.6,5,640000
Volkswagen Vento,Volkswagen,Vento,8,34000,Individual,Petrol,Manual  ,15.04,1598,103.6,5,400000
Honda WR-V,Honda,WR-V,4,66000,,Diesel Fuel,M/T,25.5,1498,98.6,5,725000
Renault KWID,Renault,KWID,4,35000,Individual,Petrol,Automatic,24.04,999,67.0,5,350000
Hyundai Venue,Hyundai,Venue,1,5000,Individual,Gasoline,Manual,18.27,998,118.35,5,1050000
Hyundai i20,Hyundai ,i20,6,64000,Individual,,,22.54,1396,88.73,5,620000
Skoda Rapid,Skoda,Rapid,9,85600,Dealer,Diesel,Manual,20.5,1598,103.5,5,475000
Toyota Innova,Toyota,Innova,8,77000,Dealer  ,,M/T,12.8,2494,102.0,7,645000
Maruti Celerio,Maruti,celerio,6,57000,  Dealer,Petrol,AUTO,23.1,998,67.04,5,495000
Renault KWID,Renault,KWID,3,8627,Dealer,Petrol ,Manual,21.74,999,67.0,5,385000
Volkswagen Polo,Volkswagen,Polo,8,100000,Individual,Diesel,Manual,22.07,1199,73.9,5,290000
Maruti Eeco,  Maruti,Eeco,4,48000,Dealer  ,CNG,MAN,15.1,1196,73.0,5,421000
Volkswagen Polo,Volkswagen,Polo,8,56000,Dealer  ,Petrol,M/T,16.2,1199,74.0,5,385000
Toyota Innova,,Innova,13,193000,Car Dealer,,Manual,12.8,2494,102.0,7,425000
Hyundai Grand,Hyundai,Grand,4,20000,Individual,Petrol, Manual,18.9,1197,82.0,5,500000
Ford Ecosport,Ford,Ecosport,3,6500,Dealer,Diesel,Manual,22.77,1498,98.59,5,899000
Maruti Alto,Maruti,AltO,8,90000,Owner,CNG,Manual,30.46,796,47.3,5,185000
Volkswagen Polo,Volkswagen,Polo,4,37450,Dealer ,Gas,A/T,17.21,1197,103.5,5,895000
Honda City,Honda,City,5,88102,Dealer,Diesel,M/T,26.0,1498,98.6,5,685000
Honda City,Honda,City,11,47000,Dealer,Gas,MAN,17.0,1497,118.0,5,325000
Maruti Wagon R,Marut,Wagon R,9,37623,Dealer,  Petrol,Manual,20.51,998,67.04,5,296000
Honda Amaze,  Honda,Amaze,7,49000,Dealer,Petrol,MAN,18.0,1198,86.7,5,495000
Hyundai i20,Hyundai,i20,9,69000,Dealer,Diesel,Manual,21.9,1396,88.76,5,460000
Maruti Eeco,Maruti,Eeco,10,100000,Owner,  Petrol,Manual,15.37,1196,73.0,7,150000
Hyundai Verna,Hyundai,V3rna,8,90000,Car Dealer,Diesel Fuel,M/T,22.32,1582,126.32,5,525000
Maruti Swift Dzire,,SWIFT DZIR,8,60855,Dealer,  Petrol,Manual,19.1,1197,85.8,5,500000
Maruti Swift Dzire,Maruti,Swift Dzire,8,86300,Owner,Petrol  ,Manual,19.1,1197,85.8,5,440000
Hyundai i20,Hyundai,i20,6,78000,Dealer,Diesel,Manual,22.54,1396,88.73,5,650000
Hyundai i10,Hyundai,i10,10,50000,Dealer,PetrOl,M/T,20.36,1197,78.9,5,210000
Maruti Wagon R,Marut,Wagon R,6,42100,,CNG,Manual,26.6,998,58.16,5,375000
Maruti Alto,Maruti,Alto,6,35000,Individual,Petrol,Manual,22.74,796,47.3,5,300000
Toyota Innova,Toyota,Innova,13,143448,Dealer,Diesel,Manual,12.8,2494,102.0,7,700000
Tata Tiago,Tata ,tiaGO,4,39543,dealer,Diesel,M/T,27.28,1047,69.0,5,485000
Renault KWID,Renault,KWID,5,46000,Car Dealer,Petrol,  Manual,25.17,799,53.3,5,315000
Maruti Celerio,Maruti,Celerio,5,51000,DEALER,Petrol,Automatic,23.1,998,67.04,5,435000
Mahindra XUV500,Mahindra,XUV500,6,80000, Individual,Diesel,Manual,16.0,2179,140.0,7,1100000
Hyundai i20,hyundai,i20,6,60000,Car Dealer,Gasoline,MANUAL,18.6,1197,81.83,5,500000
Hyundai i20,HYUNDAI,i20,4,50000,INdividUAL,Gasoline,MAN,18.6,1197,81.83,5,655000
Ford Ecosport,Ford,Ecosport,3,40000,Owner,Diesel Fuel,Manual,23.0,1498,98.96,5,900000
Volkswagen Vento,Volkswagen,Vento,3,9965, Dealer,Petrol,Manual,16.09,1598,103.2,5,915000
Mahindra Bolero,Mahindra,Bolero,8,39000,Owner,Diesel Fuel,MAN,15.96,2523,62.1,7,530000
Toyota Innova,Toyota,Innov,5,35500,Dealer,,Automatic,13.68,2393,147.51,7,1490000
Honda Amaze,Honda,Amaze,8,70400,Dealer,Petrol,Manual,18.6,1199,88.76,5,415000
Maruti Wagon R,Maruti,Wagon R,6,80000,Individual,CNG,Manual,26.6,998,58.16,5,300000
Maruti Eeco,Maruti,eecO,10,70000,DEALER,Petrol,Manual,16.11,1196,72.42,5,275000
Maruti Swift,Maruti,Swift,9,120000,Individual,Diesel,MAN,22.9,1248,74.0,5,350000
Toyota Innova,Toyota,Innova,7,115000,Dealer,Diesel Fuel,Manual,12.99,2494,100.0,7,1025000
Hyundai Grand,Hyunda,Grand,4,76000,,Petrol,AUTO,18.9,1197,82.0,5,515000
Honda City,  Honda,City,13,120000,Owner,Petrol,Manual,17.7,1497,78.0,5,400000
Volkswagen Polo,  Volkswagen,Polo,2,7000, Dealer,petrol,Manual,18.78,999,75.0,5,730000
Maruti Ciaz,Maruti,Ciaz,5,45000,Car Dealer,Petrol, Manual,20.73,1373,91.1,5,725000
Honda City,Honda,City,5,88000,Dealer,Diesel,Manual,26.0,1498,98.6,5,650000
Maruti Vitara,Maruti,Vitara,3,40000, Individual,Diesel,Manual,24.3,1248,88.5,5,800000
Ford Freestyle,Ford,Freestyle,2,30000,Individual,Diesel,Manual,24.4,1498,98.63,5,775000
Volkswagen Polo,Volkswagen,POLO,6,56084,Dealer,Petrol,Automatic,17.21,1197,103.6,5,645000
Maruti Alto,Maruti,Alto,9,116006,Dealer,Petrol,MAN,20.92,998,67.1,5,250000
Maruti Wagon R,mARUTI,Wagon R,8,65000,deAler,Petrol,Manual,21.79,998,67.05,5,295000
Honda Civic,Honda,Civic,2,21000,Dealer,Petrol,Automatic,16.5,1799,139.46,5,1670000
Maruti Swift Dzire,Maruti,Swift Dzire,10,180000,Individual,Diesel Fuel,MAN,19.3,1248,73.9,5,380000
Renault KWID,Renault,KWID,4,25000,Owner,Petrol,Manual,23.01,999,67.0,5,310000
Mahindra XUV300,Mahindra,XUV300,2,25000,Owner,Diesel,MAN,20.0,1497,115.0,5,1079000
Toyota Innova,toyota,Innova,6,71000,Car Dealer,Diesel,MAN,12.99,2494,100.6,7,1275000
Maruti Eeco,,Eeco,5,40000,Dealer,Gasoline,Manual,15.37,1196,72.42,7,365000
Mahindra XUV500,Mahindra,XUV500,4,60000,Dealer,Diesel,Manual,15.1,2179,152.87,7,1500000
Hyundai Creta,Hyundai ,Creta,2,12000,Individual,Petrol,M/T,15.8,1591,121.3,5,1070000
BMW 5,BMW,5,9,65000,  Dealer,  Diesel,Automatic,11.5,2993,235.0,5,1855000
Ford Ecosport,Ford,Ecospor,7,58000,Car Dealer,Diesel,MAN,22.7,1498,89.84,5,475000
Hyundai Grand,Hyundai,Grand,5,28000,Dealer,Gas,Manual,18.9,1197,82.0,5,495000
Maruti Vitara,Maruti,Vitara,4,90000,Individual,Diesel Fuel,M/T,24.3,1248,88.5,5,850000
Maruti Swift Dzire,,Swift Dzire,5,73000,Individual  ,Petrol,Manual ,20.85,1197,83.14,5,530000
Mercedes-Benz C-Class,M3rcedes-Benz,c-class,9,64212,Car Dealer,Diesel Fuel,Automatic  ,14.94,2143,204.0,5,1000000
Maruti Swift,Maruti,Swift,5,85263,  Dealer,Diesel Fuel,Manual,25.2,1248,74.0,5,550000
Audi A6,Audi,A6,6,56227,Dealer,Diesel Fuel,AUTO,17.68,1968,174.33,5,2675000
Maruti Alto,Maruti,Alto,5,2000,Individual,Petrol,Manual,22.74,796,47.3,5,220000
Maruti Alto,Maruti,Alto,5,31000,Dealer,Petrol,A/T,23.95,998,67.05,5,360000
Maruti Ciaz,Maruti,Ciaz,4,31869,Dealer,Petrol,Manual,20.73,1373,91.1,5,690000
Maruti Alto,Maruti,Alto,4,23765,Car Dealer,petrol,maNUAL,23.95,998,67.05,5,400000
Maruti Swift Dzire,Maruti,Swift Dzire,8,64000,Individual,Petrol,M/T,19.1,1197,85.8,5,350000
Maruti Wagon R,Maruti,Wagon R,8,34000,Car Dealer,Petrol,Manual,18.9,998,67.1,5,300000
Maruti Celerio,Marut,Celerio,7,52500,Car Dealer,Petrol,Automatic,23.1,998,67.04,5,375000
Maruti Swift,,Swift,13,57000,Dealer,Petrol  ,Manual,16.1,1298,88.2,5,205000
Hyundai i20,Hyunda,i20,2,15000,Car Dealer,Diesel Fuel,MAN,22.54,1396,88.76,5,975000
Mahindra XUV500,Mahindr,XUV50,4,34000,Car Dealer,Diesel,MAN,16.0,2179,140.0,7,1570000
Ford Ecosport,Ford,Ecosport,4,40000,Owner,Diesel,Manual,23.0,1498,98.96,5,885000
Maruti Ciaz,Maruti,Ciaz,5,63000,Car Dealer,Diesel,M/T,28.09,1248,88.5,5,630000
BMW 3,BMW,3,5,45000,,Diesel,AUTO,19.59,1995,184.0,5,2690000
Mercedes-Benz E-Class,Mercedes-Benz  ,E-Class,8,39500,Car Dealer,Petrol,Automatic,10.93,2497,204.0,5,1850000
Hyundai i10,Hyunda,i10,10,42000,Individual,Petrol,Manual  ,20.36,1197,78.9,5,230000
Honda City,Honda,City,14,70000,Dealer,Petrol,Manual,17.7,1497,78.0,5,180000
Honda CR-V,Honda,CR-V,2,20000,Individual,Diesel,A/T,19.5,1597,118.3,7,3100000
Maruti Swift Dzire,Maruti,Swift Dzire,5,80000,Owner,DIESEL,MANUAL,26.59,1248,74.0,5,450000
Mercedes-Benz C-Class,Mercedes-Benz ,C-Class,11,75000,Dealer  ,,Automatic,11.7,1796,178.0,5,800000
Maruti Alto,Marut,Alto,10,22900,Car Dealer,Petrol,Manual,20.92,998,67.1,5,215000
Maruti Celerio,Marut,Celerio,3,20000, Individual,CNG,Manual,31.79,998,58.33,5,510000
Ford Endeavour,Ford,Endeavour,9,98000,Car Dealer,Diesel,Manual,13.1,2499,141.0,7,875000
Honda City,Honda,City,7,75000,Dealer,Gasoline,MANUAL,17.4,1497,117.6,5,537000
Tata Nexon,,Nexon,3,60000,Individual,Gas,Manual,17.0,1198,108.5,5,600000
Renault KWID,,KWID,3,12500,Individual,Petrol,A/T,24.04,999,67.0,5,345000
Maruti Vitara,Maruti,Vitar,5,68000,Car Dealer,Diesel,,24.3,1248,88.5,5,660000
Hyundai i20,Hyundai,i20,8,70000,Owner,Diesel,,21.9,1396,88.76,5,310000
Hyundai Verna,Hyundai,V3rna,4,36000,,Diesel,MAN,23.9,1582,126.2,5,860000
Maruti Swift Dzire,Maruti,Swift Dzire,4,80000,  Individual,Diesel,Manual,28.4,1248,74.02,5,650000
Skoda Rapid,Skoda,Rapid,3,62600,Dealer,Diesel Fuel,A/T,21.72,1498,108.6,5,1045000
Hyundai Grand,Hyunda,Grand,4,55000,Dealer,Petrol,Manual,18.9,1197,81.86,5,415000
Maruti Swift,Maruti,Swift,6,76448,Dealer,Diesel Fuel,Manual,22.9,1248,74.0,5,405000
Maruti Ciaz,Maruti,Ciaz,7,48000,Dealer,Petrol,Manual,20.73,1373,91.1,5,545000
Volkswagen Vento,Volkswagen,Vento,6,76000,Dealer,Diesel Fuel,Manual,20.34,1498,103.2,5,575000
Honda Amaze,Honda,Amaze,3,40000,Individual,Diesel,Manual,27.4,1498,98.63,5,750000
Hyundai i20,Hyundai,i20,6,42000,Individual,Petrol,Manual,18.6,1197,81.83,5,430000
Honda Jazz,Honda,Jazz,5,52062,Dealer,Petrol, Manual,18.2,1199,88.7,5,675000
Ford Ecosport,Ford,Ecosport,7,56017,Car Dealer,DIESEL,M/T,22.7,1498,89.84,5,685000
Hyundai Creta,Hyundai,Creta,3,10000,Owner,Petrol,Manual,15.8,1591,121.3,5,995000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,77000,Dealer,,AUTO,14.84,2143,167.62,5,1450000
Maruti Ertiga,Maruti,Ertiga,5,135000,Individual,Diesel,Manual,24.52,1248,88.5,7,900000
Toyota Innova,  Toyot,Innova,3,18000,Individual,Diesel,Manual,13.68,2393,147.8,8,1920000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,12,66001,Car Dealer,Gasoline,M/T,11.7,1796,178.0,5,650000
Maruti Swift Dzire,Maruti,Swift Dzire,8,100000,Individual,Petrol,manual,19.1,1197,85.8,5,390000
Honda City,Honda,City,2,9600,Dealer,Gas,A/T,17.4,1497,117.6,5,1160000
BMW 5,BMW,5,12,70000, Dealer,Diesel,Automatic,11.5,2993,235.0,5,695000
Hyundai i10,Hyundai,i10,4,9000,Individual,Petrol,Manual,19.81,1086,68.05,5,375000
Mahindra XUV300,Mahindra,XUV300,2,13921,Car Dealer,Gasoline,,17.0,1197,108.6,5,975000
Maruti Swift,Marut,Swift,6,120000,Individual,Diesel,Manual,25.2,1248,74.0,5,580000
Maruti Vitara,Maruti,Vitara,4,40000,Individual,dIEsel,Manual,24.3,1248,88.5,5,720000
Maruti Celerio,Maruti,Celerio,5,48129,Car Dealer,CNG,M/T,31.79,998,58.2,5,411000
Maruti Swift Dzire,MARUTI,Swift Dzire,5,189000,Individual,PETROL,Manual,19.0,1197,85.8,5,340000
Hyundai Creta,Hyundai,Cr3ta,3,65000,Dealer,Diesel Fuel,Automatic  ,17.01,1582,126.2,5,1421000
Renault Triber,Renault,Triber,2,11000,Dealer,Petrol,Manual,20.0,999,72.0,7,725000
Toyota Fortuner,Toyota,Fortuner,4,150000,Dealer,Diesel Fuel,AUTO,12.55,2982,168.5,7,2800000
Mahindra XUV500,Mahindra,XUV500,7,178000,Individual,Diesel Fuel,MAN,15.1,2179,140.0,7,950000
Hyundai Grand,Hyunda,Grand,6,66916,Dealer,Petrol,,18.9,1197,82.0,5,550000
Toyota Innova,Toyota,Innova,5,56875,Dealer,Diesel,Manual,13.68,2393,147.8,7,1850000
Hyundai i20,  Hyundai,i20,7,70000,Individual,,M/T,22.54,1396,88.73,5,695000
Mahindra Thar,,Thar,3,21219,Dealer, Diesel,  Manual,16.55,2498,105.0,6,995000
Maruti Swift,Marut,Swift,2,11320,Individual,Petrol,Manual,21.21,1197,81.8,5,700000
Hyundai Santro,Hyunda,Santro,12,68000,,Petrol,Manual,17.92,1086,62.1,5,215000
Volkswagen Polo,Volkswagen,Polo,7,53776,Individual,Gas,Automatic,17.21,1197,103.6,5,650000
Volkswagen Vento,Volkswagen,Vento,11,59000,Car Dealer,Petrol, Manual,16.09,1598,103.2,5,249000
Hyundai Creta,Hyundai,cREtA,6,70000,Owner,Diesel,MAN,21.38,1396,88.7,5,800000
Maruti Ertiga,MARuTI,Ertiga,6,77000,Dealer,CNG,Manual,17.5,1373,80.46,7,645000
Mercedes-Benz GL-Class,mercedes-benz,GL-Class,4,38000,Car Dealer,Diesel,Automatic,17.9,2143,170.0,5,2975000
Hyundai Grand,Hyundai,Grand,4,47000,Dealer,Petrol,Manual,18.9,1197,81.86,5,555000
Maruti Ertiga,Maruti,Ertiga,6,70000,Owner,Diesel,MAN,20.77,1248,88.76,7,780000
Mahindra KUV,  Mahindra,KUV,4,35000,Individual,,Manual,18.15,1198,82.0,5,350000
Maruti Swift Dzire,Marut,Swift Dzire,2,10000, Individual,Petrol,  Automatic,22.0,1197,81.8,5,660000
Skoda Superb,skod,Superb,4,8000,Dealer,Petrol,AUTO,14.67,1798,177.46,5,2375000
Honda City,Honda,City,3,26000,Dealer,Gas,AUTO,18.0,1497,117.6,5,1125000
Toyota Innova,Toyota,Innova,5,85000,Car Dealer,Diesel Fuel,Automatic,11.36,2755,171.5,7,1755000
Maruti Wagon R,  Marut,wagon r,4,66628,Dealer  ,CNG,Manual,26.6,998,58.16,5,415000
Maruti Wagon R,Maruti ,Wagon R,11,81133,Dealer,Gas,Manual,18.9,1061,67.0,5,245000
Maruti Baleno,Maruti,Baleno,1,2441,Car Dealer,Petrol,Automatic,19.56,1197,81.8,5,875000
Honda Amaze,Honda,Amaze,4,40000,Individual,Petrol,Manual  ,17.8,1198,86.7,5,500000
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,3,10000,Dealer,Diesel Fuel,Automatic,17.9,2143,170.0,5,4950000
Maruti Wagon R,Maruti,Wagon R,10,120000,Individual,Petrol,Manual,18.9,998,67.1,5,275000
Honda Amaze,,Amaz3,6,42012,Dealer,,M/T,18.6,1199,88.76,5,475000
Toyota Innova,  Toyot,Innov,5,120000,Car Dealer,Diesel,Automatic,11.36,2755,171.5,7,1685000
Hyundai i20,Hyundai,i20,6,70000,Individual,Diesel Fuel,Manual,22.54,1396,88.73,5,650000
Renault Duster,Renault,Duster,8,54000,Dealer,Diesel Fuel,MAN,19.64,1461,108.45,5,315000
